zip_code,year,quarter,foreclosure_notices
20896,2023,3,0
20896,2023,4,0
20896,2024,1,1
20896,2024,2,0
20896,2024,3,0
20896,2024,4,0
20896,2025,1,0
20896,2025,2,0
20896,2025,3,1
20896,2025,4,0
20896,2026,1,0
20898,2022,3,0
20898,2022,4,0
20898,2023,1,0
20898,2023,2,0
20898,2023,3,0
20898,2023,4,0
20898,2024,1,0
20898,2024,2,0
20898,2024,3,0
20898,2024,4,0
20898,2025,1,0
20898,2025,2,0
20898,2025,3,0
20898,2025,4,0
20898,2026,1,0
20899,2022,3,0
20899,2022,4,0
20899,2023,1,0
20899,2023,2,0
20899,2023,3,0
20899,2023,4,0
20899,2024,1,0
20899,2024,2,0
20899,2024,3,0
20899,2024,4,0
20899,2025,1,0
20899,2025,2,0
20899,2025,3,0
20899,2025,4,0
20899,2026,1,0
20901,2022,3,38
20901,2022,4,36
20901,2023,1,43
20901,2023,2,34
20901,2023,3,29
20901,2023,4,30
20901,2024,1,42
20901,2024,2,37
20901,2024,3,37
20901,2024,4,44
20901,2025,1,67
20901,2025,2,43
20901,2025,3,48
20901,2025,4,53
20901,2026,1,35
20902,2022,3,60
20902,2022,4,46
20902,2023,1,62
20902,2023,2,53
20902,2023,3,51
20902,2023,4,47
20902,2024,1,69
20902,2024,2,65
20902,2024,3,79
20902,2024,4,78
20902,2025,1,77
20902,2025,2,71
20902,2025,3,81
20902,2025,4,93
20902,2026,1,57
20903,2022,3,14
20903,2022,4,25
20903,2023,1,28
20903,2023,2,17
20903,2023,3,21
20903,2023,4,26
20903,2024,1,32
20903,2024,2,25
20903,2024,3,32
20903,2024,4,27
20903,2025,1,32
20903,2025,2,38
20903,2025,3,34
20903,2025,4,24
20903,2026,1,22
20904,2022,3,73
20904,2022,4,93
20904,2023,1,77
20904,2023,2,78
20904,2023,3,78
20904,2023,4,69
20904,2024,1,84
20904,2024,2,101
20904,2024,3,113
20904,2024,4,111
20904,2025,1,106
20904,2025,2,132
20904,2025,3,151
20904,2025,4,138
20904,2026,1,96
20905,2022,3,31
20905,2022,4,39
20905,2023,1,26
20905,2023,2,34
20905,2023,3,27
20905,2023,4,26
20905,2024,1,24
20905,2024,2,28
20905,2024,3,37
20905,2024,4,41
20905,2025,1,40
20905,2025,2,39
20905,2025,3,49
20905,2025,4,41
20905,2026,1,32
20906,2022,3,105
20906,2022,4,100
20906,2023,1,99
20906,2023,2,104
20906,2023,3,79
20906,2023,4,105
20906,2024,1,123
20906,2024,2,119
20906,2024,3,129
20906,2024,4,134
20906,2025,1,132
20906,2025,2,142
20906,2025,3,148
20906,2025,4,141
20906,2026,1,118
20907,2022,3,0
20907,2022,4,0
20907,2023,1,0
20907,2023,2,0
20907,2023,3,0
20907,2023,4,0
20907,2024,1,0
20907,2024,2,0
20907,2024,3,0
20907,2024,4,0
20907,2025,1,0
20907,2025,2,0
20907,2025,3,0
20907,2025,4,0
20907,2026,1,0
20910,2022,3,27
20910,2022,4,21
20910,2023,1,23
20910,2023,2,23
20910,2023,3,21
20910,2023,4,28
20910,2024,1,25
20910,2024,2,31
20910,2024,3,28
20910,2024,4,26
20910,2025,1,20
20910,2025,2,25
20910,2025,3,32
20910,2025,4,26
20910,2026,1,25
20912,2022,3,24
20912,2022,4,24
20912,2023,1,40
20912,2023,2,20
20912,2023,3,20
20912,2023,4,25
20912,2024,1,25
20912,2024,2,24
20912,2024,3,36
20912,2024,4,29
20912,2025,1,33
20912,2025,2,38
20912,2025,3,44
20912,2025,4,37
20912,2026,1,24
20913,2022,3,0
20913,2022,4,0
20913,2023,1,0
20913,2023,2,0
20913,2023,3,0
20913,2023,4,0
20913,2024,1,0
20913,2024,2,0
20913,2024,3,0
20913,2024,4,0
20913,2025,1,0
20913,2025,2,0
20913,2025,3,0
20913,2025,4,0
20913,2026,1,0
20918,2022,3,0
20918,2022,4,0
20918,2023,1,0
20918,2023,2,0
20918,2023,3,0
20918,2023,4,0
20918,2024,1,0
20918,2024,2,0
20918,2024,3,0
20918,2024,4,0
20918,2025,1,0
20918,2025,2,0
20918,2025,3,0
20918,2025,4,0
20918,2026,1,0
20956,2022,3,0
20956,2022,4,0
20956,2023,1,0
20956,2023,2,0
20956,2023,3,0
20956,2023,4,0
20956,2024,1,0
20956,2024,2,0
20956,2024,3,0
20956,2024,4,0
20956,2025,1,0
20956,2025,2,0
20956,2025,3,0
20956,2025,4,0
20956,2026,1,0
20967,2022,3,1
20967,2022,4,0
20967,2023,1,1
20967,2023,2,0
20967,2023,3,0
20967,2023,4,0
20967,2024,1,0
20967,2024,2,0
20967,2024,3,0
20967,2024,4,0
20967,2025,1,0
20967,2025,2,0
20967,2025,3,0
20967,2025,4,0
20967,2026,1,0
21000,2022,3,0
21000,2022,4,0
21000,2023,1,0
21000,2023,2,0
21000,2023,3,0
21000,2023,4,0
21000,2024,1,0
21000,2024,2,0
21000,2024,3,0
21000,2024,4,0
21000,2025,1,0
21000,2025,2,0
21000,2025,3,0
21000,2025,4,0
21000,2026,1,0
21001,2022,3,87
21001,2022,4,105
21001,2023,1,123
21001,2023,2,79
21001,2023,3,102
21001,2023,4,98
21001,2024,1,109
21001,2024,2,94
21001,2024,3,116
21001,2024,4,103
21001,2025,1,135
21001,2025,2,124
21001,2025,3,107
21001,2025,4,146
21001,2026,1,106
21005,2022,3,0
21005,2022,4,0
21005,2023,1,0
21005,2023,2,0
21005,2023,3,0
21005,2023,4,0
21005,2024,1,0
21005,2024,2,0
21005,2024,3,0
21005,2024,4,0
21005,2025,1,0
21005,2025,2,0
21005,2025,3,0
21005,2025,4,0
21005,2026,1,0
21009,2022,3,75
21009,2022,4,115
21009,2023,1,136
21009,2023,2,85
21009,2023,3,120
21009,2023,4,88
21009,2024,1,112
21009,2024,2,104
21009,2024,3,132
21009,2024,4,120
21009,2025,1,117
21009,2025,2,105
21009,2025,3,121
21009,2025,4,131
21009,2026,1,84
21010,2022,3,0
21010,2022,4,0
21010,2023,1,0
21010,2023,2,0
21010,2023,3,0
21010,2023,4,0
21010,2024,1,0
21010,2024,2,0
21010,2024,3,0
21010,2024,4,0
21010,2025,1,0
21010,2025,2,0
21010,2025,3,0
21010,2025,4,0
21010,2026,1,0
21012,2022,3,34
21012,2022,4,25
21012,2023,1,59
21012,2023,2,43
21012,2023,3,42
21012,2023,4,28
21012,2024,1,46
21012,2024,2,38
21012,2024,3,32
21012,2024,4,32
21012,2025,1,33
21012,2025,2,32
21012,2025,3,38
21012,2025,4,43
21012,2026,1,29
21013,2022,3,0
21013,2022,4,3
21013,2023,1,4
21013,2023,2,6
21013,2023,3,1
21013,2023,4,4
21013,2024,1,3
21013,2024,2,3
21013,2024,3,0
21013,2024,4,2
21013,2025,1,4
21013,2025,2,6
21013,2025,3,3
21013,2025,4,3
21013,2026,1,2
21014,2022,3,53
21014,2022,4,70
21014,2023,1,85
21014,2023,2,61
21014,2023,3,57
21014,2023,4,55
21014,2024,1,70
21014,2024,2,73
21014,2024,3,74
21014,2024,4,86
21014,2025,1,77
21014,2025,2,80
21014,2025,3,101
21014,2025,4,92
21014,2026,1,60
21015,2022,3,61
21015,2022,4,62
21015,2023,1,58
21015,2023,2,49
21015,2023,3,59
21015,2023,4,42
21015,2024,1,52
21015,2024,2,73
21015,2024,3,81
21015,2024,4,78
21015,2025,1,74
21015,2025,2,67
21015,2025,3,68
21015,2025,4,73
21015,2026,1,62
21016,2022,3,0
21016,2022,4,0
21016,2023,1,0
21016,2023,2,0
21016,2023,3,0
21016,2023,4,0
21016,2024,1,0
21016,2024,2,0
21016,2024,3,0
21016,2024,4,0
21016,2025,1,0
21016,2025,2,0
21016,2025,3,0
21016,2025,4,0
21016,2026,1,0
21017,2022,3,18
21017,2022,4,21
21017,2023,1,23
21017,2023,2,21
21017,2023,3,21
21017,2023,4,33
21017,2024,1,26
21017,2024,2,28
21017,2024,3,37
21017,2024,4,28
21017,2025,1,28
21017,2025,2,27
21017,2025,3,29
21017,2025,4,37
21017,2026,1,24
21023,2022,3,0
21023,2022,4,0
21023,2023,1,0
21023,2023,2,0
21023,2023,3,0
21023,2023,4,0
21023,2024,1,0
21023,2024,2,0
21023,2024,3,1
21023,2024,4,0
21023,2025,1,0
21023,2025,2,0
21023,2025,3,0
21023,2025,4,0
21023,2026,1,0
21025,2022,3,0
21025,2022,4,0
21025,2023,1,0
21025,2023,2,0
21025,2023,3,0
21025,2023,4,0
21025,2024,1,0
21025,2024,2,0
21025,2024,3,0
21025,2024,4,0
21025,2025,1,0
21025,2025,2,0
21025,2025,3,0
21025,2025,4,0
21025,2026,1,0
21028,2022,3,3
21028,2022,4,7
21028,2023,1,6
21028,2023,2,6
21028,2023,3,9
21028,2023,4,5
21028,2024,1,5
21028,2024,2,12
21028,2024,3,4
21028,2024,4,8
21028,2025,1,5
21028,2025,2,5
21028,2025,3,10
21028,2025,4,5
21028,2026,1,5
21029,2022,3,6
21029,2022,4,3
21029,2023,1,10
21029,2023,2,3
21029,2023,3,7
21029,2023,4,6
21029,2024,1,6
21029,2024,2,6
21029,2024,3,9
21029,2024,4,14
21029,2025,1,3
21029,2025,2,8
21029,2025,3,8
21029,2025,4,5
21029,2026,1,5
21030,2022,3,24
21030,2022,4,19
21030,2023,1,24
21030,2023,2,27
21030,2023,3,19
21030,2023,4,16
21030,2024,1,20
21030,2024,2,24
21030,2024,3,22
21030,2024,4,18
21030,2025,1,19
21030,2025,2,13
21030,2025,3,28
21030,2025,4,18
21030,2026,1,21
21031,2022,3,0
21031,2022,4,0
21031,2023,1,0
21031,2023,2,0
21031,2023,3,0
21031,2023,4,0
21031,2024,1,0
21031,2024,2,0
21031,2024,3,0
21031,2024,4,0
21031,2025,1,0
21031,2025,2,0
21031,2025,3,0
21031,2025,4,0
21031,2026,1,0
21032,2022,3,14
21032,2022,4,17
21032,2023,1,12
21032,2023,2,14
21032,2023,3,12
21032,2023,4,11
21032,2024,1,17
21032,2024,2,17
21032,2024,3,15
21032,2024,4,12
21032,2025,1,13
21032,2025,2,13
21032,2025,3,16
21032,2025,4,15
21032,2026,1,10
21034,2022,3,8
21034,2022,4,5
21034,2023,1,12
21034,2023,2,8
21034,2023,3,11
21034,2023,4,14
21034,2024,1,12
21034,2024,2,12
21034,2024,3,12
21034,2024,4,15
21034,2025,1,14
21034,2025,2,11
21034,2025,3,6
21034,2025,4,15
21034,2026,1,16
21035,2022,3,10
21035,2022,4,9
21035,2023,1,10
21035,2023,2,5
21035,2023,3,7
21035,2023,4,9
21035,2024,1,10
21035,2024,2,7
21035,2024,3,10
21035,2024,4,12
21035,2025,1,19
21035,2025,2,14
21035,2025,3,15
21035,2025,4,13
21035,2026,1,11
21036,2022,3,2
21036,2022,4,2
21036,2023,1,1
21036,2023,2,2
21036,2023,3,0
21036,2023,4,1
21036,2024,1,2
21036,2024,2,0
21036,2024,3,1
21036,2024,4,1
21036,2025,1,3
21036,2025,2,3
21036,2025,3,4
21036,2025,4,3
21036,2026,1,5
21037,2022,3,36
21037,2022,4,35
21037,2023,1,54
21037,2023,2,40
21037,2023,3,40
21037,2023,4,37
21037,2024,1,48
21037,2024,2,46
21037,2024,3,59
21037,2024,4,50
21037,2025,1,45
21037,2025,2,50
21037,2025,3,58
21037,2025,4,48
21037,2026,1,25
21040,2022,3,115
21040,2022,4,117
21040,2023,1,128
21040,2023,2,113
21040,2023,3,122
21040,2023,4,116
21040,2024,1,145
21040,2024,2,124
21040,2024,3,143
21040,2024,4,130
21040,2025,1,142
21040,2025,2,138
21040,2025,3,160
21040,2025,4,187
21040,2026,1,122
21042,2022,3,29
21042,2022,4,25
21042,2023,1,27
21042,2023,2,19
21042,2023,3,28
21042,2023,4,30
21042,2024,1,24
21042,2024,2,44
21042,2024,3,37
21042,2024,4,40
21042,2025,1,50
21042,2025,2,39
21042,2025,3,37
21042,2025,4,41
21042,2026,1,29
21043,2022,3,30
21043,2022,4,35
21043,2023,1,29
21043,2023,2,28
21043,2023,3,29
21043,2023,4,30
21043,2024,1,31
21043,2024,2,45
21043,2024,3,46
21043,2024,4,35
21043,2025,1,51
21043,2025,2,32
21043,2025,3,44
21043,2025,4,46
21043,2026,1,33
21044,2022,3,51
21044,2022,4,65
21044,2023,1,70
21044,2023,2,63
21044,2023,3,60
21044,2023,4,72
21044,2024,1,85
21044,2024,2,75
21044,2024,3,76
21044,2024,4,114
21044,2025,1,98
21044,2025,2,92
21044,2025,3,76
21044,2025,4,99
21044,2026,1,74
21045,2022,3,70
21045,2022,4,71
21045,2023,1,84
21045,2023,2,66
21045,2023,3,84
21045,2023,4,72
21045,2024,1,90
21045,2024,2,80
21045,2024,3,97
21045,2024,4,112
21045,2025,1,107
21045,2025,2,101
21045,2025,3,114
21045,2025,4,102
21045,2026,1,78
21046,2022,3,19
21046,2022,4,20
21046,2023,1,17
21046,2023,2,25
21046,2023,3,26
21046,2023,4,21
21046,2024,1,24
21046,2024,2,21
21046,2024,3,26
21046,2024,4,27
21046,2025,1,37
21046,2025,2,28
21046,2025,3,41
21046,2025,4,31
21046,2026,1,24
21047,2022,3,22
21047,2022,4,18
21047,2023,1,25
21047,2023,2,17
21047,2023,3,17
21047,2023,4,16
21047,2024,1,20
21047,2024,2,17
21047,2024,3,14
21047,2024,4,15
21047,2025,1,35
21047,2025,2,21
21047,2025,3,17
21047,2025,4,16
21047,2026,1,13
21048,2022,3,19
21048,2022,4,29
21048,2023,1,28
21048,2023,2,17
21048,2023,3,23
21048,2023,4,19
21048,2024,1,29
21048,2024,2,35
21048,2024,3,37
21048,2024,4,32
21048,2025,1,33
21048,2025,2,26
21048,2025,3,36
21048,2025,4,32
21048,2026,1,14
21050,2022,3,19
21050,2022,4,29
21050,2023,1,31
21050,2023,2,20
21050,2023,3,29
21050,2023,4,22
21050,2024,1,25
21050,2024,2,28
21050,2024,3,24
21050,2024,4,32
21050,2025,1,25
21050,2025,2,28
21050,2025,3,29
21050,2025,4,45
21050,2026,1,16
21051,2022,3,0
21051,2022,4,0
21051,2023,1,1
21051,2023,2,0
21051,2023,3,1
21051,2023,4,0
21051,2024,1,0
21051,2024,2,0
21051,2024,3,2
21051,2024,4,1
21051,2025,1,0
21051,2025,2,0
21051,2025,3,0
21051,2025,4,1
21051,2026,1,0
21052,2022,3,0
21052,2022,4,2
21052,2023,1,9
21052,2023,2,6
21052,2023,3,1
21052,2023,4,2
21052,2024,1,1
21052,2024,2,3
21052,2024,3,6
21052,2024,4,1
21052,2025,1,3
21052,2025,2,2
21052,2025,3,2
21052,2025,4,4
21052,2026,1,2
21053,2022,3,10
21053,2022,4,3
21053,2023,1,7
21053,2023,2,1
21053,2023,3,9
21053,2023,4,6
21053,2024,1,9
21053,2024,2,5
21053,2024,3,7
21053,2024,4,5
21053,2025,1,7
21053,2025,2,8
21053,2025,3,14
21053,2025,4,8
21053,2026,1,1
21054,2022,3,18
21054,2022,4,21
21054,2023,1,16
21054,2023,2,19
21054,2023,3,22
21054,2023,4,16
21054,2024,1,12
21054,2024,2,29
21054,2024,3,23
21054,2024,4,27
21054,2025,1,26
21054,2025,2,20
21054,2025,3,23
21054,2025,4,17
21054,2026,1,13
21056,2022,3,0
21056,2022,4,0
21056,2023,1,1
21056,2023,2,2
21056,2023,3,3
21056,2023,4,2
21056,2024,1,1
21056,2024,2,0
21056,2024,3,0
21056,2024,4,0
21056,2025,1,1
21056,2025,2,0
21056,2025,3,0
21056,2025,4,0
21056,2026,1,0
21057,2022,3,4
21057,2022,4,1
21057,2023,1,6
21057,2023,2,4
21057,2023,3,0
21057,2023,4,2
21057,2024,1,4
21057,2024,2,5
21057,2024,3,6
21057,2024,4,5
21057,2025,1,7
21057,2025,2,8
21057,2025,3,2
21057,2025,4,5
21057,2026,1,7
21060,2022,3,150
21060,2022,4,154
21060,2023,1,179
21060,2023,2,151
21060,2023,3,163
21060,2023,4,146
21060,2024,1,199
21060,2024,2,168
21060,2024,3,197
21060,2024,4,169
21060,2025,1,218
21060,2025,2,180
21060,2025,3,220
21060,2025,4,223
21060,2026,1,174
21061,2022,3,150
21061,2022,4,151
21061,2023,1,197
21061,2023,2,159
21061,2023,3,141
21061,2023,4,129
21061,2024,1,168
21061,2024,2,192
21061,2024,3,199
21061,2024,4,205
21061,2025,1,193
21061,2025,2,196
21061,2025,3,220
21061,2025,4,217
21061,2026,1,165
21064,2022,3,0
21064,2022,4,0
21064,2023,1,0
21064,2023,2,0
21064,2023,3,0
21064,2023,4,0
21064,2024,1,0
21064,2024,2,0
21064,2024,3,0
21064,2024,4,0
21064,2025,1,0
21064,2025,2,0
21064,2025,3,0
21064,2025,4,0
21064,2026,1,0
21071,2022,3,2
21071,2022,4,2
21071,2023,1,1
21071,2023,2,0
21071,2023,3,2
21071,2023,4,1
21071,2024,1,1
21071,2024,2,3
21071,2024,3,3
21071,2024,4,3
21071,2025,1,1
21071,2025,2,3
21071,2025,3,2
21071,2025,4,2
21071,2026,1,2
21074,2022,3,42
21074,2022,4,47
21074,2023,1,47
21074,2023,2,32
21074,2023,3,34
21074,2023,4,41
21074,2024,1,24
21074,2024,2,39
21074,2024,3,61
21074,2024,4,50
21074,2025,1,58
21074,2025,2,43
21074,2025,3,48
21074,2025,4,61
21074,2026,1,48
21075,2022,3,50
21075,2022,4,50
21075,2023,1,63
21075,2023,2,44
21075,2023,3,47
21075,2023,4,45
21075,2024,1,70
21075,2024,2,68
21075,2024,3,88
21075,2024,4,72
21075,2025,1,73
21075,2025,2,68
21075,2025,3,82
21075,2025,4,83
21075,2026,1,66
21076,2022,3,38
21076,2022,4,49
21076,2023,1,63
21076,2023,2,51
21076,2023,3,54
21076,2023,4,44
21076,2024,1,68
21076,2024,2,62
21076,2024,3,62
21076,2024,4,65
21076,2025,1,89
21076,2025,2,76
21076,2025,3,94
21076,2025,4,81
21076,2026,1,68
21077,2022,3,0
21077,2022,4,0
21077,2023,1,0
21077,2023,2,2
21077,2023,3,2
21077,2023,4,2
21077,2024,1,4
21077,2024,2,1
21077,2024,3,1
21077,2024,4,0
21077,2025,1,1
21077,2025,2,2
21077,2025,3,0
21077,2025,4,0
21077,2026,1,1
21078,2022,3,59
21078,2022,4,63
21078,2023,1,55
21078,2023,2,44
21078,2023,3,45
21078,2023,4,59
21078,2024,1,75
21078,2024,2,54
21078,2024,3,62
21078,2024,4,65
21078,2025,1,70
21078,2025,2,70
21078,2025,3,82
21078,2025,4,72
21078,2026,1,67
21082,2022,3,0
21082,2022,4,2
21082,2023,1,3
21082,2023,2,3
21082,2023,3,3
21082,2023,4,2
21082,2024,1,4
21082,2024,2,6
21082,2024,3,6
21082,2024,4,5
21082,2025,1,2
21082,2025,2,6
21082,2025,3,1
21082,2025,4,1
21082,2026,1,2
21084,2022,3,14
21084,2022,4,9
21084,2023,1,10
21084,2023,2,14
21084,2023,3,18
21084,2023,4,12
21084,2024,1,11
21084,2024,2,12
21084,2024,3,14
21084,2024,4,15
21084,2025,1,17
21084,2025,2,23
21084,2025,3,12
21084,2025,4,15
21084,2026,1,11
21085,2022,3,47
21085,2022,4,71
21085,2023,1,60
21085,2023,2,72
21085,2023,3,56
21085,2023,4,46
21085,2024,1,64
21085,2024,2,58
21085,2024,3,76
21085,2024,4,82
21085,2025,1,79
21085,2025,2,80
21085,2025,3,101
21085,2025,4,97
21085,2026,1,72
21087,2022,3,12
21087,2022,4,15
21087,2023,1,14
21087,2023,2,12
21087,2023,3,7
21087,2023,4,12
21087,2024,1,13
21087,2024,2,16
21087,2024,3,11
21087,2024,4,13
21087,2025,1,10
21087,2025,2,6
21087,2025,3,9
21087,2025,4,11
21087,2026,1,11
21090,2022,3,15
21090,2022,4,8
21090,2023,1,28
21090,2023,2,16
21090,2023,3,27
21090,2023,4,11
21090,2024,1,21
21090,2024,2,28
21090,2024,3,29
21090,2024,4,31
21090,2025,1,19
21090,2025,2,17
21090,2025,3,32
21090,2025,4,20
21090,2026,1,21
21093,2022,3,23
21093,2022,4,34
21093,2023,1,30
21093,2023,2,43
21093,2023,3,41
21093,2023,4,38
21093,2024,1,43
21093,2024,2,39
21093,2024,3,48
21093,2024,4,46
21093,2025,1,49
21093,2025,2,43
21093,2025,3,49
21093,2025,4,38
21093,2026,1,36
21094,2022,3,0
21094,2022,4,0
21094,2023,1,0
21094,2023,2,0
21094,2023,3,0
21094,2023,4,0
21094,2024,1,0
21094,2024,2,0
21094,2024,3,0
21094,2024,4,0
21094,2025,1,0
21094,2025,2,0
21094,2025,3,0
21094,2025,4,0
21094,2026,1,0
21101,2022,3,0
21101,2022,4,0
21101,2023,1,0
21101,2023,2,0
21101,2023,3,0
21101,2023,4,0
21101,2024,1,0
21101,2024,2,0
21101,2024,3,0
21101,2024,4,0
21101,2025,1,0
21101,2025,2,0
21101,2025,3,0
21101,2025,4,0
21101,2026,1,0
21102,2022,3,32
21102,2022,4,30
21102,2023,1,54
21102,2023,2,30
21102,2023,3,35
21102,2023,4,32
21102,2024,1,33
21102,2024,2,34
21102,2024,3,43
21102,2024,4,43
21102,2025,1,39
21102,2025,2,33
21102,2025,3,49
21102,2025,4,57
21102,2026,1,27
21104,2022,3,3
21104,2022,4,3
21104,2023,1,5
21104,2023,2,12
21104,2023,3,9
21104,2023,4,2
21104,2024,1,7
21104,2024,2,4
21104,2024,3,3
21104,2024,4,10
21104,2025,1,4
21104,2025,2,7
21104,2025,3,7
21104,2025,4,6
21104,2026,1,5
21105,2022,3,1
21105,2022,4,0
21105,2023,1,0
21105,2023,2,0
21105,2023,3,0
21105,2023,4,0
21105,2024,1,1
21105,2024,2,0
21105,2024,3,0
21105,2024,4,0
21105,2025,1,0
21105,2025,2,1
21105,2025,3,0
21105,2025,4,0
21105,2026,1,0
21106,2022,3,0
21106,2022,4,0
21106,2023,1,0
21106,2023,2,0
21106,2023,3,0
21106,2023,4,1
21106,2024,1,0
21106,2024,2,1
21106,2024,3,0
21106,2024,4,1
21106,2025,1,0
21106,2025,2,0
21106,2025,3,2
21106,2025,4,2
21106,2026,1,1
21107,2022,3,0
21107,2022,4,1
21107,2023,1,0
21107,2023,2,1
21107,2023,3,0
21107,2023,4,0
21107,2024,1,0
21107,2024,2,0
21107,2024,3,1
21107,2024,4,1
21107,2025,1,1
21107,2025,2,0
21107,2025,3,0
21107,2025,4,0
21107,2026,1,0
21108,2022,3,25
21108,2022,4,31
21108,2023,1,30
21108,2023,2,31
21108,2023,3,24
21108,2023,4,27
21108,2024,1,23
21108,2024,2,25
21108,2024,3,50
21108,2024,4,34
21108,2025,1,31
21108,2025,2,41
21108,2025,3,46
21108,2025,4,55
21108,2026,1,27
21111,2022,3,3
21111,2022,4,3
21111,2023,1,9
21111,2023,2,6
21111,2023,3,4
21111,2023,4,7
21111,2024,1,8
21111,2024,2,4
21111,2024,3,5
21111,2024,4,5
21111,2025,1,9
21111,2025,2,9
21111,2025,3,8
21111,2025,4,8
21111,2026,1,8
21112,2022,3,0
21112,2022,4,0
21112,2023,1,0
21112,2023,2,0
21112,2023,3,0
21112,2023,4,0
21112,2024,1,0
21112,2024,2,0
21112,2024,3,0
21112,2024,4,0
21112,2025,1,0
21112,2025,2,0
21112,2025,3,0
21112,2025,4,0
21112,2026,1,0
21113,2022,3,66
21113,2022,4,69
21113,2023,1,94
21113,2023,2,77
21113,2023,3,78
21113,2023,4,76
21113,2024,1,96
21113,2024,2,92
21113,2024,3,90
21113,2024,4,104
21113,2025,1,117
21113,2025,2,111
21113,2025,3,100
21113,2025,4,140
21113,2026,1,99
21114,2022,3,50
21114,2022,4,43
21114,2023,1,55
21114,2023,2,45
21114,2023,3,48
21114,2023,4,32
21114,2024,1,53
21114,2024,2,36
21114,2024,3,68
21114,2024,4,72
21114,2025,1,69
21114,2025,2,74
21114,2025,3,76
21114,2025,4,87
21114,2026,1,71
21117,2022,3,154
21117,2022,4,164
21117,2023,1,176
21117,2023,2,161
21117,2023,3,159
21117,2023,4,156
21117,2024,1,216
21117,2024,2,199
21117,2024,3,209
21117,2024,4,198
21117,2025,1,200
21117,2025,2,220
21117,2025,3,238
21117,2025,4,266
21117,2026,1,180
21120,2022,3,5
21120,2022,4,11
21120,2023,1,2
21120,2023,2,11
21120,2023,3,3
21120,2023,4,5
21120,2024,1,2
21120,2024,2,7
21120,2024,3,7
21120,2024,4,8
21120,2025,1,7
21120,2025,2,8
21120,2025,3,6
21120,2025,4,8
21120,2026,1,6
21121,2022,3,0
21121,2022,4,0
21121,2023,1,0
21121,2023,2,0
21121,2023,3,0
21121,2023,4,0
21121,2024,1,0
21121,2024,2,0
21121,2024,3,0
21121,2024,4,0
21121,2025,1,0
21121,2025,2,0
21121,2025,3,0
21121,2025,4,0
21121,2026,1,0
21122,2022,3,167
21122,2022,4,213
21122,2023,1,198
21122,2023,2,187
21122,2023,3,174
21122,2023,4,193
21122,2024,1,247
21122,2024,2,191
21122,2024,3,206
21122,2024,4,224
21122,2025,1,234
21122,2025,2,240
21122,2025,3,235
21122,2025,4,249
21122,2026,1,184
21126,2022,3,0
21126,2022,4,0
21126,2023,1,0
21126,2023,2,0
21126,2023,3,0
21126,2023,4,1
21126,2024,1,0
21126,2024,2,0
21126,2024,3,0
21126,2024,4,0
21126,2025,1,0
21126,2025,2,0
21126,2025,3,0
21126,2025,4,0
21126,2026,1,0
21128,2022,3,26
21128,2022,4,25
21128,2023,1,25
21128,2023,2,20
21128,2023,3,19
21128,2023,4,26
21128,2024,1,32
21128,2024,2,25
21128,2024,3,39
21128,2024,4,26
21128,2025,1,29
21128,2025,2,26
21128,2025,3,38
21128,2025,4,35
21128,2026,1,28
21130,2022,3,2
21130,2022,4,0
21130,2023,1,0
21130,2023,2,0
21130,2023,3,0
21130,2023,4,1
21130,2024,1,0
21130,2024,2,0
21130,2024,3,0
21130,2024,4,0
21130,2025,1,0
21130,2025,2,3
21130,2025,3,2
21130,2025,4,2
21130,2026,1,0
21131,2022,3,10
21131,2022,4,6
21131,2023,1,12
21131,2023,2,6
21131,2023,3,11
21131,2023,4,6
21131,2024,1,11
21131,2024,2,11
21131,2024,3,12
21131,2024,4,5
21131,2025,1,8
21131,2025,2,4
21131,2025,3,10
21131,2025,4,9
21131,2026,1,7
21132,2022,3,1
21132,2022,4,4
21132,2023,1,9
21132,2023,2,2
21132,2023,3,3
21132,2023,4,4
21132,2024,1,10
21132,2024,2,4
21132,2024,3,3
21132,2024,4,2
21132,2025,1,8
21132,2025,2,3
21132,2025,3,4
21132,2025,4,10
21132,2026,1,2
21133,2022,3,153
21133,2022,4,189
21133,2023,1,212
21133,2023,2,195
21133,2023,3,182
21133,2023,4,184
21133,2024,1,220
21133,2024,2,186
21133,2024,3,202
21133,2024,4,228
21133,2025,1,230
21133,2025,2,210
21133,2025,3,247
21133,2025,4,259
21133,2026,1,175
21136,2022,3,73
21136,2022,4,90
21136,2023,1,109
21136,2023,2,85
21136,2023,3,110
21136,2023,4,99
21136,2024,1,119
21136,2024,2,135
21136,2024,3,147
21136,2024,4,135
21136,2025,1,124
21136,2025,2,125
21136,2025,3,129
21136,2025,4,143
21136,2026,1,113
21138,2022,3,1
21138,2022,4,0
21138,2023,1,0
21138,2023,2,0
21138,2023,3,0
21138,2023,4,0
21138,2024,1,0
21138,2024,2,0
21138,2024,3,0
21138,2024,4,0
21138,2025,1,0
21138,2025,2,0
21138,2025,3,0
21138,2025,4,0
21138,2026,1,0
21140,2022,3,2
21140,2022,4,5
21140,2023,1,8
21140,2023,2,2
21140,2023,3,7
21140,2023,4,6
21140,2024,1,2
21140,2024,2,8
21140,2024,3,6
21140,2024,4,9
21140,2025,1,10
21140,2025,2,6
21140,2025,3,6
21140,2025,4,8
21140,2026,1,2
21144,2022,3,78
21144,2022,4,102
21144,2023,1,99
21144,2023,2,83
21144,2023,3,84
21144,2023,4,89
21144,2024,1,96
